CapturedUtc,Sequence,LiveIdentity,Name,StartX,StartY,StartZ,EndX,EndY,EndZ,RouteResult,PromotedObservationIds,IntervalSincePreviousSeconds,ExpectedCapturedDelaySeconds,TimingResult
2026-07-31T08:52:30.733474Z,1,SimpleChar:000F4270,ICC Peacekeeper,3410.7229,3.39299989,773.750977,3409.90698,4.69700003,778.801025,live_identity_metadata_unresolved,,,,not_comparable
2026-07-31T08:52:30.757493Z,2,SimpleChar:000F4270,ICC Peacekeeper,3409.90698,4.69700003,778.801025,3413.10205,4.96099997,782.013977,live_identity_metadata_unresolved,,0.024019,,not_comparable
2026-07-31T08:52:30.757493Z,3,SimpleChar:000F4270,ICC Peacekeeper,3413.10205,4.96099997,782.013977,3416.90308,5.03200006,782.054993,live_identity_metadata_unresolved,,0.000000,,not_comparable
2026-07-31T08:52:30.757493Z,4,SimpleChar:000F4270,ICC Peacekeeper,3416.90308,5.03200006,782.054993,3421.4541,5.11000013,781.221008,live_identity_metadata_unresolved,,0.000000,,not_comparable
2026-07-31T08:52:30.757493Z,5,SimpleChar:000F4270,ICC Peacekeeper,3421.4541,5.11000013,781.221008,3422.51196,5.11000013,781.172974,live_identity_metadata_unresolved,,0.000000,,not_comparable
2026-07-31T08:52:30.757493Z,6,SimpleChar:000F4270,ICC Peacekeeper,3422.51196,5.11000013,781.172974,3426.89209,5.11000013,781.125,live_identity_metadata_unresolved,,0.000000,,not_comparable
2026-07-31T08:52:30.757493Z,7,SimpleChar:000F4270,ICC Peacekeeper,3426.89209,5.11000013,781.125,3435.73511,5.11000013,780.870972,live_identity_metadata_unresolved,,0.000000,,not_comparable
2026-07-31T08:52:30.757493Z,8,SimpleChar:000F4270,ICC Peacekeeper,3435.73511,5.11000013,780.870972,3439.74707,4.80999994,781.018982,live_identity_metadata_unresolved,,0.000000,,not_comparable
2026-07-31T08:52:30.757493Z,9,SimpleChar:000F4270,ICC Peacekeeper,3439.74707,4.80999994,781.018982,3446.07397,4.80999994,780.16803,live_identity_metadata_unresolved,,0.000000,,not_comparable
2026-07-31T08:52:30.757493Z,10,SimpleChar:000F4270,ICC Peacekeeper,3446.07397,4.80999994,780.16803,3430.72192,3.00999999,768.148987,live_identity_metadata_unresolved,,0.000000,,not_comparable
