ObservationId,EquivalentObservationCount,CapturedUtc,Sequence,Behavior,NpcFamily,MonsterData,Level,CapturedPlayfieldId,RuntimePlayfieldId,Name,SourceIdentity,SourceGeneration,RouteSignature,StartX,StartY,StartZ,EndX,EndY,EndZ,DelayAfterSeconds,PathCount
m09167,1,2026-07-22T14:19:23.135280Z,81814,chase,1019,17720,13,1044525,6553,Robotic Guard Dog,SimpleChar:78E0FCE9,6,94d5b93be1706f16,3407.16211,9.01,883.283203,3408.79321,9.51,887.646362,1.152498,2
m09174,1,2026-07-22T14:19:24.287778Z,81852,chase,1019,17720,13,1044525,6553,Robotic Guard Dog,SimpleChar:78E0FCE9,6,54ab716f1edebe9e,3408.48975,9.01,886.834656,3408.00342,9.51,890.35199,5.637331,2
m09184,1,2026-07-22T14:19:29.925109Z,81979,chase,1019,17720,13,1044525,6553,Robotic Guard Dog,SimpleChar:78E0FCE9,6,8885cd343f665770,3408.0354,9.01,889.476868,3407.81494,9.01,887.453491,0.79737,2
m09189,1,2026-07-22T14:19:30.722479Z,82008,chase,1019,17720,13,1044525,6553,Robotic Guard Dog,SimpleChar:78E0FCE9,6,0cfabbec431e5fea,3407.62573,9.01,888.424683,3408.9187,9.51,883.777283,1.053501,2
m09197,1,2026-07-22T14:19:31.775980Z,82109,chase,1019,17720,13,1044525,6553,Robotic Guard Dog,SimpleChar:78E0FCE9,6,d494bda8b645aafa,3408.67358,9.01,884.658081,3408.14282,9.01,878.580139,0,2
m03459,1,2026-07-22T13:46:04.112626Z,36015,chase,53,30365,6,1044525,6553,Desert Reet,SimpleChar:798828E7,1,9145f16fbfed7613,3351.45679,4.22767,630.758057,3354.3772,3.965393,635.248413,0,2
m03451,1,2026-07-22T13:45:59.143128Z,35681,chase,53,30365,5,1044525,6553,Desert Reet,SimpleChar:798828EE,1,9497b5860f8cce7c,3350.78906,4.212124,626.370117,3367.16797,3.179019,639.047546,2.089696,2
m03456,1,2026-07-22T13:46:01.232824Z,35875,chase,53,30365,5,1044525,6553,Desert Reet,SimpleChar:798828EE,1,7e1472febc25ccc0,3357.7019,3.404546,631.724365,3354.98022,4.627274,632.151245,0,2
m03468,1,2026-07-22T13:46:33.595836Z,36639,chase,53,30365,6,1044525,6553,Desert Reet,SimpleChar:798828F0,1,1fada5e94cc00124,3359.27637,3.077982,632.625732,3357.25562,3.982417,633.714783,0.720869,2
m03469,1,2026-07-22T13:46:34.316705Z,36676,chase,53,30365,6,1044525,6553,Desert Reet,SimpleChar:798828F0,1,f2a15e2f2097086d,3358.02905,3.214648,633.298157,3354.05103,4.151236,634.027344,1.853218,2
m03470,1,2026-07-22T13:46:36.169923Z,36799,chase,53,30365,6,1044525,6553,Desert Reet,SimpleChar:798828F0,1,a4197c87c79d816c,3354.88037,3.643522,633.877197,3356.03906,4.150371,636.69519,0,2
m03292,1,2026-07-22T13:44:09.595486Z,31808,chase,0,26092,40,1044525,6553,ICC Peacekeeper,SimpleChar:79882D97,8,e0bf13715b476226,3461.55762,7.396332,785.791626,3445.88135,0.51,807.026367,0,2
m08046,1,2026-07-22T14:09:20.728083Z,67142,chase,55,17687,6,1044525,6553,Rollerrat,SimpleChar:7988CA3F,2,709170f5703dd885,3588.5271,0.01,508.74118,3578.60352,1.11,515.684387,2.125403,2
m08050,1,2026-07-22T14:09:22.853486Z,67186,chase,55,17687,6,1044525,6553,Rollerrat,SimpleChar:7988CA3F,2,ed8d8babbdee9b78,3580.43506,0.61,514.54126,3573.72339,2.61,523.259705,2.396405,2
