ObservationId,EquivalentObservationCount,CapturedUtc,Sequence,Behavior,NpcFamily,MonsterData,Level,CapturedPlayfieldId,RuntimePlayfieldId,Name,SourceIdentity,SourceGeneration,RouteSignature,StartX,StartY,StartZ,EndX,EndY,EndZ,DelayAfterSeconds,PathCount
m01074,1,2026-07-22T13:26:25.034893Z,3278,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,1,e47f471b38533c64,3441.41455,9.01,858.44165,3448.84668,9.050667,862.536926,0,2
m01916,1,2026-07-22T13:28:36.632812Z,7991,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,2,9775a961dab11288,3447.76514,9.145,861.936646,3450.21484,9.107702,867.728149,0,2
m01963,1,2026-07-22T13:29:10.754828Z,9223,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,3,02f1e53805738d3e,3442.41699,9.165,889.477478,3447.95923,9.053416,889.979736,2.923228,2
m01966,1,2026-07-22T13:29:13.678056Z,9502,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,3,d253fd1e01597ca9,3446.64185,9.145,889.85437,3451.55005,9.109654,889.622498,0,2
m01975,1,2026-07-22T13:29:23.027275Z,10139,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,4,f31773ba46a77157,3460.5376,9.145,889.045593,3466.59814,9.01,889.095337,0,2
m02102,1,2026-07-22T13:31:18.086048Z,13176,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,5,02f1e53805738d3e,3442.47363,9.165,889.479675,3447.95923,9.053416,889.979736,2.41127,2
m02107,1,2026-07-22T13:31:20.497318Z,13293,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,5,d253fd1e01597ca9,3446.60718,9.145,889.850281,3451.55005,9.109654,889.622498,0,2
m02717,1,2026-07-22T13:39:17.055369Z,24411,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,7,e47f471b38533c64,3441.32642,9.01,858.432739,3448.84668,9.050667,862.536926,0,2
m02834,1,2026-07-22T13:40:17.101861Z,25775,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,8,02f1e53805738d3e,3442.46899,9.165,889.476746,3447.95923,9.053416,889.979736,2.8522,2
m02838,1,2026-07-22T13:40:19.954061Z,25915,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,8,d253fd1e01597ca9,3446.71606,9.145,889.860229,3451.55005,9.109654,889.622498,0,2
m03157,1,2026-07-22T13:42:53.507838Z,29752,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,9,dd5fdf951e2b327e,3457.07861,9.145,878.603394,3457.13965,9.107692,869.205444,0,2
m08257,1,2026-07-22T14:11:54.349000Z,70189,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,10,c4204bd76a3c3469,3437.81567,9.01,876.179199,3439.74292,9.01,880.811157,2.402166,2
m08263,1,2026-07-22T14:11:56.751166Z,70245,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,10,9c55bd1fa758e4d8,3439.21338,9.01,879.505554,3438.97705,9.01,882.045288,0,2
m08345,1,2026-07-22T14:12:38.362968Z,71349,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,11,d12bd12ff7d801ad,3458.02417,9.145,881.539673,3456.76294,9.109647,877.424072,2.024593,2
m08352,1,2026-07-22T14:12:40.387561Z,71424,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,11,55e471cb26a26951,3457.11597,9.145,878.806641,3457.13965,9.107692,869.205444,0,2
m08615,1,2026-07-22T14:14:47.166392Z,74917,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,12,dd5fdf951e2b327e,3457.0686,9.145,878.668762,3457.13965,9.107692,869.205444,0,2
m08819,1,2026-07-22T14:16:47.848929Z,76747,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,13,ffcf541a2a6d596b,3462.71826,9.01,885.163269,3457.02905,9.109645,880.685242,0,2
m08973,1,2026-07-22T14:18:07.914965Z,78740,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,14,f4efd5ca1e5e23c1,3439.32666,9.01,868.814514,3434.72681,9.01,871.857666,2.786459,2
m08983,1,2026-07-22T14:18:10.701424Z,78905,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,14,c218a2f1867bdcde,3435.89697,9.01,871.037598,3438.51685,9.01,877.417114,0,2
m09100,1,2026-07-22T14:19:00.757164Z,80934,spawn,137,26125,10,1044525,6553,Leonora Marty,SimpleChar:78E0FC74,15,55e471cb26a26951,3457.09863,9.145,878.802246,3457.13965,9.107692,869.205444,0,2
m02893,1,2026-07-22T13:40:44.515195Z,26652,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,1,d3e84819b64b9cfa,3411.39819,9.01,852.495789,3411.34961,9.01,857.35321,0,2
m03017,1,2026-07-22T13:41:48.459504Z,28042,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,2,ef60a7afca0fdd10,3416.79443,9.145,842.734131,3413.60498,9.01,848.813843,0,2
m03117,1,2026-07-22T13:42:24.327145Z,29213,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,3,e78f820e8f2e8ab7,3425.29565,9.145,875.232849,3421.68726,9.049099,867.54187,0,2
m03216,1,2026-07-22T13:43:36.281416Z,30442,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,4,e78f820e8f2e8ab7,3425.31055,9.145,875.110657,3421.68726,9.049099,867.54187,0,2
m03279,1,2026-07-22T13:44:03.170018Z,31554,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,5,a041aca55eb8fd13,3421.84424,9.145,836.598877,3417.67261,9.009962,833.816833,0,2
m08254,1,2026-07-22T14:11:53.252920Z,70171,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,6,469cbc7f2049f01d,3411.32373,9.01,856.000244,3412.25122,9.01,860.342712,1.972482,2
m08259,1,2026-07-22T14:11:55.225402Z,70208,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,6,7abb40351fa1c438,3411.91968,9.01,858.903992,3413.45166,9.01,870.494019,0,2
m08298,1,2026-07-22T14:12:19.322872Z,70559,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,7,e78f820e8f2e8ab7,3425.28052,9.145,875.194946,3421.68726,9.049099,867.54187,0,2
m08484,1,2026-07-22T14:13:31.713833Z,73637,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,8,e78f820e8f2e8ab7,3425.31348,9.145,875.130249,3421.68726,9.049099,867.54187,0,2
m08608,1,2026-07-22T14:14:43.093257Z,74881,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,9,0a592f424fa9f828,3425.28979,9.145,875.305176,3421.68726,9.049099,867.54187,0,2
m08721,1,2026-07-22T14:15:54.880963Z,75473,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,10,e78f820e8f2e8ab7,3425.26929,9.145,875.20874,3421.68726,9.049099,867.54187,0,2
m08878,1,2026-07-22T14:17:36.118648Z,77639,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,11,ebd26ba2eca224f6,3418.72925,9.145,834.439819,3416.5708,9.010137,844.010071,0,2
m08964,1,2026-07-22T14:18:04.774383Z,78580,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,12,8ff184643824a6a2,3414.09326,9.01,874.383118,3421.34766,9.051032,877.839539,0,2
m09009,1,2026-07-22T14:18:18.588934Z,79159,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,13,e78f820e8f2e8ab7,3425.30225,9.145,875.221619,3421.68726,9.049099,867.54187,0,2
m09310,1,2026-07-22T14:20:05.386234Z,83187,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,14,ef60a7afca0fdd10,3416.82031,9.145,842.680359,3413.60498,9.01,848.813843,0,2
m09425,1,2026-07-22T14:21:17.075374Z,83685,spawn,103,26090,6,1044525,6553,Janee Forejt,SimpleChar:78E0FD07,15,ef60a7afca0fdd10,3416.82349,9.145,842.633667,3413.60498,9.01,848.813843,0,2
