ObservationId,EquivalentObservationCount,CapturedUtc,Sequence,Behavior,NpcFamily,MonsterData,Level,CapturedPlayfieldId,RuntimePlayfieldId,Name,SourceIdentity,SourceGeneration,RouteSignature,StartX,StartY,StartZ,EndX,EndY,EndZ,DelayAfterSeconds,PathCount
m00002,1,2026-07-22T08:48:09.363143Z,2,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0,2
m00004,1,2026-07-22T08:48:09.363143Z,4,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.05347,52.244999,784.089233,0,2
m00007,1,2026-07-22T08:48:09.363143Z,7,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.0791,52.244999,784.043152,0.123077,2
m00009,1,2026-07-22T08:48:09.486220Z,9,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.0708,52.244999,783.781677,0.186646,2
m00011,1,2026-07-22T08:48:09.672866Z,11,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0.221074,2
m00013,1,2026-07-22T08:48:09.893940Z,20,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,52aa3d9899596478,3596.979,51.744999,783.935852,3596.02539,52.244999,783.717285,0.189069,2
m00016,1,2026-07-22T08:48:10.083009Z,23,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,52aa3d9899596478,3596.979,51.744999,783.935852,3596.03955,52.244999,783.733704,0,2
m00080,1,2026-07-22T08:48:15.532678Z,384,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.07153,52.244999,783.783081,0.334179,2
m00082,1,2026-07-22T08:48:15.866857Z,389,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.05078,52.244999,784.093323,0,2
m00084,1,2026-07-22T08:48:15.866857Z,391,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.08008,52.244999,784.041382,0.200437,2
m00086,1,2026-07-22T08:48:16.067294Z,400,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0.364738,2
m00088,1,2026-07-22T08:48:16.432032Z,409,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.04736,52.244999,784.098083,0.122061,2
m00090,1,2026-07-22T08:48:16.554093Z,418,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.05981,52.244999,783.762268,0.351108,2
m00092,2,2026-07-22T08:48:16.905201Z,437,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0.407183,2
m00097,1,2026-07-22T08:48:17.312384Z,480,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0,2
m00100,1,2026-07-22T08:48:17.312384Z,483,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.01001,52.244999,784.140198,0.200702,2
m00103,1,2026-07-22T08:48:17.513086Z,492,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0.205065,2
m00106,1,2026-07-22T08:48:17.718151Z,501,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0.381127,2
m00109,1,2026-07-22T08:48:18.099278Z,517,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0.250083,2
m00111,1,2026-07-22T08:48:18.349361Z,529,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.10254,52.244999,783.960815,0.236139,2
m00115,1,2026-07-22T08:48:18.585500Z,540,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0,2
m00119,1,2026-07-22T08:48:18.585500Z,544,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.09399,52.244999,784.001709,0.323103,2
m00121,1,2026-07-22T08:48:18.908603Z,555,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.10181,52.244999,783.966187,0.129042,2
m00123,1,2026-07-22T08:48:19.037645Z,563,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,8fdb70a3a252296e,3596.979,51.744999,783.935852,3596.10498,52.244999,783.909851,0.211566,2
m00126,1,2026-07-22T08:48:19.249211Z,585,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0.316636,2
m00130,1,2026-07-22T08:48:19.565847Z,599,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,52aa3d9899596478,3596.979,51.744999,783.935852,3596.00854,52.244999,783.7005,0.301812,2
m00132,1,2026-07-22T08:48:19.867659Z,611,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,52aa3d9899596478,3596.979,51.744999,783.935852,3596.04492,52.244999,783.74054,0,2
m00134,1,2026-07-22T08:48:19.867659Z,620,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0.284168,2
m00136,1,2026-07-22T08:48:20.151827Z,640,patrol,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,1,7740d1949c568006,3596.979,51.744999,783.935852,3596.10522,51.744999,783.924805,0.250641,2
