ObservationId,CapturedUtc,Sequence,Behavior,Disposition,Confidence,DecisionReasons,Influences,MetadataResolution,NpcFamily,MonsterData,Level,PlayfieldId,Name,RuntimeIdentity,RuntimeGeneration,RouteSignature,CurrentX,CurrentY,CurrentZ,DestinationX,DestinationY,DestinationZ,HorizontalDistance,PathCount
m02256,2026-07-22T13:33:06.267663Z,16597,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior;player_influence_preserved_for_behavior,combat;player,later_scfu_same_generation,1019,17649,4,1044525,IIV-X Advanced Docker,SimpleChar:798913F4,2,e0ba91b25e190c93,3497.62915,7.157102,912.321716,3498.7417,10.062677,916.406006,4.233107,2
m03077,2026-07-22T13:42:04.204206Z,28745,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,25,17657,7,1044525,Mutated Garbage Flea,SimpleChar:79891578,1,6d55617dfaf96b9d,3426.12451,0,868.586365,3424.85571,0.51,887.2453,18.702024,2
m03121,2026-07-22T13:42:27.364652Z,29267,leash,Rejected,49,explicit_setpos_teleport,combat,later_scfu_same_generation,0,26092,40,1044525,ICC Peacekeeper,SimpleChar:7962A325,5,c97d144b9a3f11a0,3464.06104,8.678061,786.873718,3472.79663,8.148247,786.723328,8.736884,2
m03128,2026-07-22T13:42:29.749952Z,29314,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,25,17657,5,1044525,Garbage Flea,SimpleChar:798915C2,2,a9e0667902a2986a,3425.84302,0.01,873.437012,3426.30786,0.01,875.57782,2.190693,2
m03136,2026-07-22T13:42:32.801208Z,29377,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,0,26092,40,1044525,ICC Peacekeeper,SimpleChar:7962A325,5,ee492ed9efce8293,3471.51636,9.145,786.745178,3479.02222,8.71745,785.850891,7.558947,2
m03149,2026-07-22T13:42:44.713247Z,29589,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,0,26092,40,1044525,ICC Peacekeeper,SimpleChar:7962A325,5,abc0a9722cbc7075,3486.79102,5.318535,784.338745,3482.7561,4.78062,782.527283,4.422892,2
m03426,2026-07-22T13:45:36.265797Z,34598,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,f2606646d1898a5d,3373.08203,2.379646,667.379272,3377.90845,2.849795,660.699524,8.240956,2
m03482,2026-07-22T13:46:46.285325Z,37356,leash,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,0f55bbf2ad7ce95f,3352.50391,4.102993,636.212341,3351.44678,5.463189,643.858521,7.718911,2
m03484,2026-07-22T13:46:47.354890Z,37386,leash,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,97,96195,1,1044525,Anger Manifestation,SimpleChar:798915B3,1,9038f08b0f111c9c,3349.76978,4.379391,639.928406,3348.5835,4.878664,647.529175,7.692786,2
m03499,2026-07-22T13:47:04.962374Z,37969,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,def760392cbc5462,3345.15869,4.779715,662.604858,3348.70166,5.353428,662.656616,3.543348,2
m03500,2026-07-22T13:47:05.316627Z,37970,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,97,96195,1,1044525,Anger Manifestation,SimpleChar:798915B3,1,8bb16705b0809157,3345.75464,4.913803,661.55481,3348.80298,5.352714,661.359863,3.054567,2
m03501,2026-07-22T13:47:05.316627Z,37971,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,f98cff4ffc496bb9,3346.08521,4.98818,661.101501,3348.83911,5.404918,663.236389,3.484496,2
m03502,2026-07-22T13:47:05.848453Z,38005,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,0c88bb85bbadd0f7,3347.81348,5.377041,662.64386,3353.55298,4.222134,664.704163,6.098091,2
m03503,2026-07-22T13:47:05.848453Z,38006,leash,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_leash_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,97,96195,1,1044525,Anger Manifestation,SimpleChar:798915B3,1,ba16f473f98b3703,3347.81763,5.377975,661.422485,3352.91479,4.220523,662.842346,5.291223,2
