ObservationId,CapturedUtc,Sequence,Behavior,Disposition,Confidence,DecisionReasons,Influences,MetadataResolution,NpcFamily,MonsterData,Level,PlayfieldId,Name,RuntimeIdentity,RuntimeGeneration,RouteSignature,CurrentX,CurrentY,CurrentZ,DestinationX,DestinationY,DestinationZ,HorizontalDistance,PathCount
m01084,2026-07-22T13:26:34.715308Z,3352,chase,Rejected,49,explicit_setpos_teleport;combat_target_position_unavailable,combat;player,complete_capture_stable_identity,19,165188,6,1044525,Cedric Harding,SimpleChar:7989146A,1,6fcc4c3b6bbe0ede,3501.25708,5.110001,825.683838,3503.3894,5.610001,822.843506,3.551658,2
m01087,2026-07-22T13:26:37.644289Z,3382,chase,Rejected,49,explicit_setpos_teleport,combat;player,complete_capture_stable_identity,103,203740,3,1044525,Violent Protester,SimpleChar:79891509,1,224d428e23fe1878,3505.53418,5.110001,823.417725,3507.72974,5.610001,825.294678,2.888501,2
m01090,2026-07-22T13:26:38.313933Z,3390,chase,Rejected,49,explicit_setpos_teleport;path_interrupted_by_stop_command;combat_target_position_unavailable,combat;player,complete_capture_stable_identity,25,17657,5,1044525,Garbage Flea,SimpleChar:79891110,1,1d7e1562ff7661ad,3448.80249,0.01,831.797485,3450.31641,0.873832,817.162231,14.713348,2
m01105,2026-07-22T13:26:55.190022Z,3695,chase,Rejected,49,explicit_setpos_teleport;path_interrupted_by_stop_command;combat_target_position_unavailable,combat;player,complete_capture_stable_identity,25,17657,5,1044525,Garbage Flea,SimpleChar:79891124,1,9d2f2c835b007de8,3453.73145,0.01,847.669495,3453.07129,0.51,844.951111,2.797396,2
m01885,2026-07-22T13:28:10.955491Z,7013,chase,Rejected,49,explicit_setpos_teleport;combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,17714,2,1044525,Waste Collector,SimpleChar:798914ED,2,395b7bfe8a0f9a29,3511.05005,5.110001,864.181335,3514.93384,5.610001,861.445007,4.750928,2
m01903,2026-07-22T13:28:24.600149Z,7784,chase,Rejected,49,explicit_setpos_teleport;combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,17714,2,1044525,Waste Collector,SimpleChar:798914E9,2,216ea64500fc4319,3492.70679,5.110001,866.376526,3504.85254,5.610001,865.596313,12.170784,2
m01919,2026-07-22T13:28:39.382319Z,8035,chase,Rejected,49,explicit_setpos_teleport;path_interrupted_by_stop_command;combat_target_position_unavailable,combat;player,complete_capture_stable_identity,25,17657,1,1044525,Garbage Flea,SimpleChar:79891482,1,1857a3c149770fed,3502.43359,5.110001,901.938354,3501.45508,5.765232,908.028992,6.16874,2
m01923,2026-07-22T13:28:41.612072Z,8067,chase,Rejected,49,explicit_setpos_teleport;path_interrupted_by_stop_command;combat_target_position_unavailable,combat;player,complete_capture_stable_identity,25,17657,1,1044525,Garbage Flea,SimpleChar:79891482,1,cfc3a7b9c37a18e2,3502.02026,5.157681,904.607483,3496.2439,5.610001,890.588379,15.162507,2
m01937,2026-07-22T13:28:51.587962Z,8335,chase,Rejected,49,explicit_setpos_teleport;combat_target_position_unavailable,combat;player,later_scfu_same_generation,1019,17714,2,1044525,Waste Collector,SimpleChar:79891410,1,2bd1db622f4d4fc0,3507.5686,5.110001,891.422607,3501.44556,5.610001,892.629028,6.240759,2
m01959,2026-07-22T13:29:09.924434Z,9188,chase,Rejected,49,explicit_setpos_teleport;combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,17714,2,1044525,Waste Collector,SimpleChar:798913D5,2,5f266e392e4ea4a0,3498.63818,9.348063,918.525757,3496.62549,9.075098,915.046143,4.01978,2
m02021,2026-07-22T13:30:14.217286Z,11751,chase,Rejected,49,explicit_setpos_teleport;combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,17714,2,1044525,Waste Collector,SimpleChar:798913D3,1,7ea9acf3f6fef6a2,3506.70752,8.284207,930.579651,3499.29468,9.411591,922.764465,10.771598,2
