ObservationId,CapturedUtc,Sequence,Behavior,Disposition,Confidence,DecisionReasons,Influences,MetadataResolution,NpcFamily,MonsterData,Level,PlayfieldId,Name,RuntimeIdentity,RuntimeGeneration,RouteSignature,CurrentX,CurrentY,CurrentZ,DestinationX,DestinationY,DestinationZ,HorizontalDistance,PathCount
m03093,2026-07-22T13:42:08.548912Z,28875,flee,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,0,26092,40,1044525,ICC Peacekeeper,SimpleChar:7962A325,5,6bcb23af1a441bff,3455.4707,4.304692,785.887268,3464.06104,8.165289,786.873718,8.646793,2
m03103,2026-07-22T13:42:12.377053Z,28944,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior;player_influence_preserved_for_behavior,combat;player,complete_capture_stable_identity,25,17657,6,1044525,Garbage Flea,SimpleChar:798915C5,1,b5462757ba12f25f,3453.6792,2.17622,795.733948,3450.73706,4.41,787.894043,8.373786,2
m03104,2026-07-22T13:42:12.690202Z,28957,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior;player_influence_preserved_for_behavior,combat;player,complete_capture_stable_identity,25,17657,5,1044525,Garbage Flea,SimpleChar:798915C9,1,d52f3224f610523d,3453.13647,2.287017,795.241516,3451.36206,4.41,788.744507,6.734958,2
m03110,2026-07-22T13:42:17.468142Z,29065,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,0,26092,40,1044525,ICC Peacekeeper,SimpleChar:7962A325,5,8288f176b5e014d9,3449.23682,1.954507,796.54657,3464.06104,8.165289,786.873718,17.700892,2
m03255,2026-07-22T13:43:51.422590Z,30928,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior;player_influence_preserved_for_behavior,combat;player,complete_capture_stable_identity,25,17657,6,1044525,Garbage Flea,SimpleChar:798915DB,1,9aa5f4ed058deff0,3422.96216,0,807.855042,3441.61328,0.51,803.566162,19.137888,2
m03394,2026-07-22T13:45:16.881703Z,33845,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,97,96195,1,1044525,Anger Manifestation,SimpleChar:798915B3,1,3b8f32490fd0ccd5,3388.68506,2.11,671.932678,3391.53149,2.61,675.039673,4.213737,2
m03395,2026-07-22T13:45:16.881703Z,33847,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,52728fc68313e256,3386.70435,2.11,669.675476,3390.41553,2.61,674.348206,5.967182,2
m03396,2026-07-22T13:45:17.420112Z,33863,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,c1822bed2c4e6fd0,3387.01343,2.11,670.899231,3391.18115,2.61,674.686462,5.63143,2
m03464,2026-07-22T13:46:09.245601Z,36124,flee,Rejected,49,explicit_setpos_teleport;path_interrupted_by_stop_command,combat;player,complete_capture_stable_identity,137,30365,10,1044525,Lolly the Reet,SimpleChar:798915E3,2,c5b4336a3356c68c,3358.2168,3.61,640.027649,3357.21436,3.237907,667.746887,27.737358,2
m03604,2026-07-22T13:48:37.810799Z,40889,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,14ef570dc5bb1c66,3486.23999,2.11,694.4823,3488.88232,2.61,692.322693,3.412596,2
m07227,2026-07-22T13:58:47.920677Z,52500,flee,Rejected,49,path_interrupted_by_stop_command,combat,preceding_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,e64e959f2080e4b8,3545.69873,5.1,865.956177,3538.07617,5.610001,860.423035,9.419081,2
m07228,2026-07-22T13:58:48.210365Z,52506,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior;player_influence_preserved_for_behavior,combat;player,complete_capture_stable_identity,1019,297023,2,1044525,Cleanmeister Intelligence Robot,SimpleChar:798915E0,2,b005d14510a8b9dc,3555.33325,5.110001,866.945251,3538.15088,5.610001,860.048279,18.514915,2
m07241,2026-07-22T13:58:52.487166Z,52748,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,complete_capture_stable_identity,1019,297023,2,1044525,Cleanmeister Intelligence Robot,SimpleChar:798915E0,2,70ea639ff00bab0b,3549.69531,5.110001,864.667358,3539.02734,5.632537,856.553772,13.40283,2
m07242,2026-07-22T13:58:53.136163Z,52781,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,97,96195,1,1044525,Anger Manifestation,SimpleChar:798915B3,2,c97f2601555698c0,3553.521,5.110001,865.815918,3538.78247,5.610001,860.21521,15.766807,2
m07243,2026-07-22T13:58:53.136663Z,52783,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,cf5b66b48f964aac,3550.76294,5.110001,865.78418,3538.89087,5.610001,860.138733,13.145992,2
m07244,2026-07-22T13:58:53.252247Z,52803,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,76674a67de9ad612,3551.9187,5.110001,865.000122,3538.13232,5.676371,860.404785,14.532082,2
m07571,2026-07-22T14:01:38.112132Z,57137,flee,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,97,96195,1,1044525,Anger Manifestation,SimpleChar:798915B3,2,3c6303652fd1acae,3428.68823,2.11,674.366699,3429.50488,2.61,670.819885,3.639616,2
m07572,2026-07-22T14:01:38.561800Z,57155,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,2ca47a19652fc817,3426.08447,2.11,673.135254,3428.97168,2.61,670.315674,4.035593,2
m07573,2026-07-22T14:01:38.762366Z,57162,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,3d01918392ed39bb,3426.94067,2.11,672.879211,3426.68799,2.61,669.72937,3.15996,2
m07916,2026-07-22T14:05:52.768219Z,64491,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,151ffe9189c3048b,3610.76855,0.01,401.446167,3606.82056,0.51,399.224976,4.529935,2
m08042,2026-07-22T14:09:18.991343Z,67127,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior;player_influence_preserved_for_behavior,combat;player,complete_capture_stable_identity,55,17687,6,1044525,Rollerrat,SimpleChar:7988CA3F,2,5506224d944b8021,3590.00513,0.01,501.436523,3587.54688,0.847537,510.693878,9.578184,2
m08093,2026-07-22T14:10:14.957824Z,68108,flee,Rejected,49,path_interrupted_by_stop_command,combat;player,complete_capture_stable_identity,42,30360,12,1044525,Angry Minibull,SimpleChar:79891793,1,d8739418a9dac328,3560.84644,3.204705,572.854797,3566.02808,2.447311,533.008118,40.182175,2
m08884,2026-07-22T14:17:38.340830Z,77740,flee,Rejected,49,path_interrupted_by_stop_command,combat;player,later_scfu_same_generation,1019,17720,13,1044525,Robotic Guard Dog,SimpleChar:78E0FCE9,4,b55aa6c6e0bc5434,3408.73779,9.01,875.563293,3405.89478,9.51,885.62207,10.452832,2
m08896,2026-07-22T14:17:43.325041Z,77917,flee,Rejected,49,explicit_setpos_teleport;path_interrupted_by_stop_command,combat;player,later_scfu_same_generation,1019,17720,13,1044525,Robotic Guard Dog,SimpleChar:78E0FCE9,4,4af8b1f6978ec45e,3408.83154,9.01,874.966003,3406.21289,9.51,884.545349,9.930821,2
m09165,2026-07-22T14:19:22.362399Z,81802,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,5721982d6d4bf2dc,3407.396,9.01,881.420959,3405.87109,9.51,885.272034,4.141996,2
m09166,2026-07-22T14:19:22.362899Z,81803,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,9c274d1886c371c8,3407.50439,9.01,881.416626,3406.97852,9.51,884.253601,2.885302,2
m09198,2026-07-22T14:19:31.775980Z,82110,flee,Rejected,49,path_interrupted_by_stop_command,combat,preceding_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,987fa5016572dac0,3409.02588,9.01,884.274963,3406.51685,9.51,877.826477,6.919408,2
m09205,2026-07-22T14:19:33.410042Z,82177,flee,Rejected,49,path_interrupted_by_stop_command,combat,preceding_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,f79c97d34da8c248,3406.84985,9.01,878.682678,3413.19971,9.51,871.5625,9.540317,2
m09208,2026-07-22T14:19:34.096888Z,82195,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,12880972e1f98286,3408.77832,9.01,875.691956,3412.30249,9.51,875.443665,3.532906,2
m09212,2026-07-22T14:19:35.180445Z,82222,flee,Rejected,49,path_interrupted_by_stop_command,combat,preceding_scfu_same_generation,95,17649,1,1044525,Engineer Automaton I,SimpleChar:798915BE,1,0d2cfc06c9dd5126,3407.0769,9.01,878.427917,3410.26587,9.51,874.436768,5.108698,2
m09214,2026-07-22T14:19:35.544174Z,82238,flee,Rejected,49,path_interrupted_by_stop_command,combat,complete_capture_stable_identity,1019,17720,13,1044525,Robotic Guard Dog,SimpleChar:78E0FCE9,6,a3052a5197964d3d,3408.06909,9.01,878.182251,3417.82983,9.645,862.219116,18.710792,2
m09215,2026-07-22T14:19:35.544174Z,82239,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,9ab9d96c26c22887,3411.41992,9.01,875.505798,3419.93066,9.645,861.73053,16.192304,2
m09221,2026-07-22T14:19:36.319556Z,82261,flee,Rejected,49,path_interrupted_by_stop_command,combat,complete_capture_stable_identity,1019,17720,13,1044525,Robotic Guard Dog,SimpleChar:78E0FCE9,6,60cdbe89a95a06dd,3409.17871,9.01,875.372375,3405.88916,9.51,885.580505,10.725067,2
m09224,2026-07-22T14:19:37.521155Z,82289,flee,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_flee_observation;combat_influence_preserved_for_behavior,combat,preceding_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:798915B6,1,7f41019eeead66e1,3416.04028,9.145,868.027283,3422.09229,10.554694,852.73175,16.449321,2
