ObservationId,CapturedUtc,Sequence,Behavior,Disposition,Confidence,DecisionReasons,Influences,MetadataResolution,NpcFamily,MonsterData,Level,PlayfieldId,Name,RuntimeIdentity,RuntimeGeneration,RouteSignature,CurrentX,CurrentY,CurrentZ,DestinationX,DestinationY,DestinationZ,HorizontalDistance,PathCount
m00106,2026-07-22T13:25:02.630599Z,196,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:7985C910,1,467c6002ef0ce8ad,3566.42188,5.110001,817.521851,3564.1167,5.110001,808.276062,9.528823,2
m00168,2026-07-22T13:25:07.003329Z,387,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:797FD582,1,f9a6891e0965111c,3542.80762,6.91,779.969727,3549.92554,6.91,778.729919,7.225089,2
m00180,2026-07-22T13:25:08.159940Z,438,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:7985C910,1,f6bb1692a625ebca,3564.41821,5.110001,809.462463,3562.99683,5.110001,799.208618,10.351892,2
m00216,2026-07-22T13:25:11.057013Z,520,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:797FD582,1,2c03571b76fef768,3548.71045,6.91,778.856812,3559.18506,6.91,779.078308,10.476952,2
m00269,2026-07-22T13:25:14.111803Z,632,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:7985C910,1,0dda592efde613e0,3563.18677,5.110001,800.618774,3539.98413,5.110015,796.084534,23.641528,2
m00327,2026-07-22T13:25:17.197803Z,734,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:797FD582,1,77483c27949e5c89,3557.9126,6.91,779.046387,3566.78076,6.91,776.844238,9.13749,2
m00402,2026-07-22T13:25:22.625788Z,886,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:797FD582,1,2f92463bc5c797a2,3565.59106,6.91,777.152222,3578.65576,6.91,769.588196,15.096386,2
m00470,2026-07-22T13:25:29.113306Z,1074,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:7985C910,1,7384df0a92bda57e,3541.41772,5.110001,796.335876,3537.79663,5.110001,786.487793,10.492713,2
m00497,2026-07-22T13:25:31.654049Z,1138,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:797FD582,1,c3df90c0f10a26c3,3577.49585,6.91,770.268982,3586.36157,6.91,770.55304,8.870269,2
m00533,2026-07-22T13:25:35.269970Z,1297,scripted,Ambiguous,84,scripted_family_heuristic_only,,later_scfu_same_generation,103,203740,2,1044525,Protester,SimpleChar:7985C910,1,709710e5b14aff57,3538.25659,5.110001,787.900269,3534.50342,6.294629,781.367493,7.534152,2
